merchant_id,transaction_date,amount,customer_id
M000000,2024-11-16 18:30:27.363235,1075.0302570391082,C32
M000000,2024-10-28 18:30:27.363235,1566.2664535972617,C32
M000000,2024-10-26 18:30:27.363235,996.5930989525039,C32
M000000,2024-11-12 18:30:27.363235,1680.0039290740553,C522
M000000,2024-11-11 18:30:27.363235,1340.3457785109972,C32
M000000,2024-11-23 18:30:27.363235,1282.4123098855341,C32
M000000,2024-11-12 18:30:27.363235,1270.1203071284926,C32
M000000,2024-11-11 18:30:27.363235,1824.7328096170513,C32
M000000,2024-11-02 18:30:27.363235,876.9729730732793,C32
M000000,2024-11-12 18:30:27.363235,1369.0811810382886,C32
M000000,2024-10-26 18:30:27.363235,1410.5202683411592,C4
M000000,2024-10-27 18:30:27.363235,1297.8532216850565,C32
M000000,2024-10-24 18:30:27.363235,1138.7529872205753,C32
M000000,2024-11-12 18:30:27.363235,1176.1696303115432,C489
M000000,2024-11-17 18:30:27.363235,1409.9872090943768,C32
M000000,2024-11-19 18:30:27.363235,586.1318748892693,C32
M000000,2024-11-10 18:30:27.363235,1220.5877773862085,C3
M000000,2024-11-19 18:30:27.363235,981.825944526843,C32
M000000,2024-11-03 18:30:27.363235,1121.4475204326502,C242
M000000,2024-11-11 18:30:27.363235,1301.7185928238682,C32
M000000,2024-11-13 18:30:27.363235,1583.9947112831937,C32
M000000,2024-11-05 18:30:27.363235,1090.7911647456178,C32
M000000,2024-11-03 18:30:27.363235,1443.3935419460122,C1000
M000000,2024-11-05 18:30:27.363235,1371.8107430050686,C32
M000000,2024-11-12 18:30:27.363235,1603.091565844422,C32
M000000,2024-11-01 18:30:27.363235,1243.661731668051,C32
M000000,2024-11-13 18:30:27.363235,1142.0981315945173,C32
M000000,2024-11-13 18:30:27.363235,1316.5202050269454,C32
M000000,2024-10-24 18:30:27.363235,1305.8332386154177,C192
M000000,2024-11-22 18:30:27.363235,1326.6607034983465,C32
M000000,2024-11-05 18:30:27.363235,1481.5493621445582,C32
M000000,2024-11-11 18:30:27.363235,1606.1856449050806,C522
M000000,2024-11-14 18:30:27.363235,743.9654089949987,C710
M000000,2024-11-09 18:30:27.363235,1331.425556217878,C32
M000000,2024-10-26 18:30:27.363235,864.7939797700856,C319
M000000,2024-11-21 18:30:27.363235,1544.491096949475,C32
M000000,2024-11-16 18:30:27.363235,1136.0629106836936,C32
M000000,2024-11-22 18:30:27.363235,1136.214770053342,C535
M000000,2024-10-25 18:30:27.363235,1193.7525898164752,C32
M000000,2024-11-03 18:30:27.363235,923.7491226750308,C32
M000000,2024-11-09 18:30:27.363235,1461.9869471754905,C32
M000000,2024-11-14 18:30:27.363235,1377.8010623495104,C32
M000000,2024-10-26 18:30:27.363235,1462.6132323733268,C32
M000000,2024-11-09 18:30:27.363235,1496.6151211017666,C105
M000000,2024-11-11 18:30:27.363235,896.9360640141895,C32
M000000,2024-11-17 18:30:27.363235,974.4532668248113,C32
M000000,2024-11-13 18:30:27.363235,1030.9515460248163,C32
M000000,2024-11-14 18:30:27.363235,1065.8174816351502,C32
M000000,2024-11-22 18:30:27.363235,1037.58635198979,C366
M000000,2024-11-11 18:30:27.363235,1478.4891161022776,C32
M000000,2024-11-22 18:30:27.363235,1057.8428509943376,C32
M000000,2024-11-23 18:30:27.363235,1328.3329091280402,C32
M000000,2024-11-01 18:30:27.363235,687.4689494292512,C284
M000000,2024-11-06 18:30:27.363235,948.6334399108803,C32
M000000,2024-10-26 18:30:27.363235,1214.200118808021,C32
M000000,2024-11-05 18:30:27.363235,1210.3874247813792,C32
M000000,2024-11-02 18:30:27.363235,1228.7715375728485,C834
M000000,2024-11-02 18:30:27.363235,1546.766307057252,C32
M000001,2024-11-13 18:30:27.363527,1364.1076626453053,C558
M000001,2024-10-27 18:30:27.363527,611.2892609605249,C530
M000001,2024-10-26 18:30:27.363527,1536.9990036608572,C255
M000001,2024-11-22 18:30:27.363527,1165.3364813098515,C95
M000001,2024-11-12 18:30:27.363527,644.9083124023578,C440
M000001,2024-11-19 18:30:27.363527,1510.4334984759141,C700
M000001,2024-11-08 18:30:27.363527,632.4328500902316,C893
M000001,2024-11-22 18:30:27.363527,563.84587701548,C128
M000001,2024-11-23 18:30:27.363527,1425.1389462179804,C727
M000001,2024-11-09 18:30:27.363527,664.1776002544245,C597
M000001,2024-11-14 18:30:27.363527,718.7712125663772,C373
M000001,2024-10-26 18:30:27.363527,1563.4919806296023,C299
M000001,2024-11-21 18:30:27.363527,1489.4464683906597,C313
M000001,2024-11-15 18:30:27.363527,148.40798367214563,C751
M000001,2024-11-04 18:30:27.363527,1621.271288185635,C928
M000001,2024-11-02 18:30:27.363527,707.9262764471318,C861
M000001,2024-11-12 18:30:27.363527,1665.3678232429697,C864
M000001,2024-11-03 18:30:27.363527,1583.2333795569275,C212
M000001,2024-11-02 18:30:27.363527,984.8113147835619,C806
M000001,2024-10-30 18:30:27.363527,288.2573289634661,C389
M000001,2024-11-06 18:30:27.363527,1344.545689535198,C65
M000001,2024-11-05 18:30:27.363527,1376.2441560305929,C4
M000001,2024-11-16 18:30:27.363527,1059.2463687048928,C598
M000001,2024-11-15 18:30:27.363527,586.5923851209081,C751
M000001,2024-11-10 18:30:27.363527,514.5334045171453,C764
M000001,2024-11-05 18:30:27.363527,1230.6395334841632,C994
M000001,2024-10-25 18:30:27.363527,678.1050754584182,C214
M000001,2024-11-08 18:30:27.363527,870.620851745394,C560
M000001,2024-11-11 18:30:27.363527,467.042558882706,C790
M000001,2024-10-25 18:30:27.363527,1240.435647646786,C463
M000001,2024-10-28 18:30:27.363527,818.4699957117155,C942
M000001,2024-11-15 18:30:27.363527,658.0362547048483,C547
M000001,2024-10-28 18:30:27.363527,645.2869239502209,C184
M000001,2024-11-17 18:30:27.363527,1041.1766377534361,C674
M000001,2024-10-24 18:30:27.363527,559.654320806834,C574
M000001,2024-10-26 18:30:27.363527,1194.3244591350542,C427
M000001,2024-11-11 18:30:27.363527,1468.5382921457817,C500
M000001,2024-11-09 18:30:27.363527,599.4304256086341,C982
M000001,2024-11-21 18:30:27.363527,1572.8036119821581,C203
M000001,2024-10-25 18:30:27.363527,1312.0926632904816,C367
M000001,2024-11-10 18:30:27.363527,809.0110547682732,C321
M000001,2024-11-10 18:30:27.363527,981.3449099654077,C708
M000001,2024-11-20 18:30:27.363527,1311.7513634126726,C893
M000001,2024-11-09 18:30:27.363527,1809.6889804651735,C378
M000001,2024-11-23 18:30:27.363527,942.475908393525,C871
M000001,2024-11-20 18:30:27.363527,1104.4806739345381,C623
M000001,2024-11-17 18:30:27.363527,1392.5062624597106,C269
M000001,2024-10-29 18:30:27.363527,1482.853083093287,C224
M000001,2024-11-03 18:30:27.363527,1222.7525768048774,C296
M000001,2024-11-10 18:30:27.363527,713.0689064907144,C257
M000001,2024-11-15 18:30:27.363527,682.2706176368158,C518
M000001,2024-11-03 18:30:27.363527,788.0656993576372,C662
M000001,2024-11-02 18:30:27.363527,903.3488103265971,C732
M000001,2024-11-22 18:30:27.363527,1000.657060134556,C510
M000001,2024-11-05 18:30:27.363527,679.7316751719742,C208
M000001,2024-11-11 18:30:27.363527,740.4155540671751,C264
M000001,2024-10-28 18:30:27.363527,1427.853707460248,C697
M000001,2024-11-14 18:30:27.363527,1035.868065300302,C902
M000001,2024-10-31 18:30:27.363527,699.7336194925593,C74
M000001,2024-11-01 18:30:27.363527,1571.5942957416082,C732
M000001,2024-11-17 18:30:27.363527,996.5580618815181,C769
M000001,2024-10-26 18:30:27.363527,1326.1056094155604,C279
M000001,2024-10-30 18:30:27.363527,283.20646245459204,C326
M000001,2024-11-15 18:30:27.363527,1476.953181923883,C988
M000002,2024-11-09 18:30:27.363754,950.4717892987917,C149
M000002,2024-10-28 18:30:27.363754,346.3957628415535,C47
M000002,2024-11-12 18:30:27.363754,940.1039506976374,C788
M000002,2024-11-22 18:30:27.363754,1207.4126930226776,C348
M000002,2024-11-23 18:30:27.363754,977.1196203343263,C763
M000002,2024-11-16 18:30:27.363754,971.4410780400806,C873
M000002,2024-10-24 18:30:27.363754,1238.1536745953385,C993
M000002,2024-10-28 18:30:27.363754,957.9122580277195,C250
M000002,2024-11-11 18:30:27.363754,787.1874872062077,C326
M000002,2024-11-17 18:30:27.363754,1258.3043196857495,C778
M000002,2024-11-09 18:30:27.363754,1114.3641832888027,C873
M000002,2024-11-07 18:30:27.363754,638.8451296225207,C905
M000002,2024-11-21 18:30:27.363754,796.8056716412943,C93
M000002,2024-11-20 18:30:27.363754,1160.3880779224555,C494
M000002,2024-11-03 18:30:27.363754,1289.4460808934473,C457
M000002,2024-10-25 18:30:27.363754,928.7586790811869,C469
M000002,2024-11-16 18:30:27.363754,1753.1240457578638,C880
M000002,2024-11-19 18:30:27.363754,720.3007736026627,C54
M000002,2024-11-09 18:30:27.363754,812.8052261930582,C867
M000002,2024-11-08 18:30:27.363754,327.37000821919537,C338
M000002,2024-11-04 18:30:27.363754,1151.0746441466472,C538
M000002,2024-11-10 18:30:27.363754,1109.1841392938686,C422
M000002,2024-11-13 18:30:27.363754,1374.1739834010837,C320
M000002,2024-11-18 18:30:27.363754,601.0479716678537,C620
M000002,2024-11-09 18:30:27.363754,742.3756407851953,C904
M000002,2024-11-13 18:30:27.363754,866.321545051896,C404
M000002,2024-11-12 18:30:27.363754,970.399439879289,C367
M000002,2024-11-01 18:30:27.363754,1285.5929207366325,C583
M000002,2024-11-14 18:30:27.363754,837.479172482965,C690
M000002,2024-11-17 18:30:27.363754,934.900807572639,C615
M000002,2024-10-29 18:30:27.363754,1210.951976459605,C542
M000002,2024-10-27 18:30:27.363754,1423.0688707587697,C251
M000002,2024-11-01 18:30:27.363754,973.936980447557,C646
M000002,2024-10-31 18:30:27.363754,715.150562191039,C931
M000002,2024-11-08 18:30:27.363754,849.1382678577123,C591
M000002,2024-11-09 18:30:27.363754,1195.5110560576798,C693
M000002,2024-10-30 18:30:27.363754,1100.9112150549838,C738
M000002,2024-11-02 18:30:27.363754,721.088350040862,C665
M000002,2024-11-18 18:30:27.363754,970.8959261328307,C192
M000002,2024-11-22 18:30:27.363754,1243.74843453606,C997
M000002,2024-11-02 18:30:27.363754,1063.410922065099,C130
M000002,2024-11-13 18:30:27.363754,541.5602196056195,C3
M000002,2024-10-29 18:30:27.363754,818.2721718121248,C744
M000002,2024-11-04 18:30:27.363754,1477.3361012965943,C716
M000002,2024-10-27 18:30:27.363754,1501.7925050191989,C529
M000002,2024-10-30 18:30:27.363754,1099.445762122242,C622
M000002,2024-10-25 18:30:27.363754,1247.3094533335682,C585
M000002,2024-10-31 18:30:27.363754,663.0486206169619,C809
M000002,2024-11-13 18:30:27.363754,1130.4435503344114,C682
M000002,2024-11-07 18:30:27.363754,550.7183192364798,C511
M000002,2024-11-23 18:30:27.363754,846.263405651769,C639
M000002,2024-11-05 18:30:27.363754,267.7962750530113,C794
M000002,2024-11-19 18:30:27.363754,1429.125095133521,C425
M000002,2024-11-06 18:30:27.363754,1535.6922355941101,C436
M000002,2024-10-31 18:30:27.363754,930.5786019791976,C819
M000002,2024-11-20 18:30:27.363754,843.7936842073404,C322
M000002,2024-11-18 18:30:27.363754,493.0540755026134,C996
M000002,2024-10-27 18:30:27.363754,1393.9631556230358,C394
M000002,2024-11-12 18:30:27.363754,1298.8861270205425,C80
M000002,2024-11-23 18:30:27.363754,1252.2362855095284,C331
M000002,2024-11-23 18:30:27.363754,1033.0264997426584,C517
M000002,2024-11-09 18:30:27.363754,1309.746635194571,C783
M000002,2024-11-19 18:30:27.363754,1029.2776934606577,C20
M000002,2024-11-05 18:30:27.363754,1163.804318888129,C231
M000002,2024-11-12 18:30:27.363754,728.5496451037268,C984
M000002,2024-11-23 18:30:27.363754,957.0408464292409,C137
M000002,2024-10-26 18:30:27.363754,490.76371218904933,C409
M000002,2024-10-24 18:30:27.363754,1003.0189176246653,C310
M000002,2024-11-19 18:30:27.363754,1026.3813407116788,C792
M000002,2024-11-13 18:30:27.363754,552.8896775609949,C391
M000002,2024-11-08 18:30:27.363754,808.5703257751456,C103
M000002,2024-10-26 18:30:27.363754,953.5808892260594,C313
M000002,2024-10-26 18:30:27.363754,1423.924185590453,C881
M000002,2024-11-02 18:30:27.363754,926.0918847714488,C179
M000002,2024-10-31 18:30:27.363754,1615.1757683955318,C550
M000002,2024-11-17 18:30:27.363754,1246.4932380875784,C895
M000002,2024-11-09 18:30:27.363754,991.5316398112838,C394
M000002,2024-11-01 18:30:27.363754,1311.489189529709,C971
M000002,2024-10-26 18:30:27.363754,851.180145622337,C553
M000002,2024-10-24 18:30:27.363754,706.0623470835282,C28
M000002,2024-10-25 18:30:27.363754,1312.6717531409502,C19
M000002,2024-11-19 18:30:27.363754,1179.0901767703817,C754
M000002,2024-11-12 18:30:27.363754,968.1280483313378,C346
M000002,2024-10-28 18:30:27.363754,1298.56147208518,C793
M000002,2024-11-08 18:30:27.363754,1497.4439536478753,C730
M000002,2024-11-15 18:30:27.363754,1083.6514197710742,C447
M000002,2024-10-25 18:30:27.363754,949.0336364893392,C497
M000002,2024-11-21 18:30:27.363754,973.7256778833968,C309
M000002,2024-10-30 18:30:27.363754,1407.3337103632662,C228
M000002,2024-11-16 18:30:27.363754,1194.370201211605,C209
M000002,2024-11-07 18:30:27.363754,1612.089365427512,C382
M000002,2024-10-26 18:30:27.363754,885.4418689962915,C226
M000002,2024-11-09 18:30:27.363754,1408.733488240229,C116
M000002,2024-10-27 18:30:27.363754,870.0732165573932,C111
M000002,2024-11-18 18:30:27.363754,1106.0554921006305,C223
M000002,2024-11-16 18:30:27.363754,1529.338320224581,C454
M000002,2024-11-15 18:30:27.363754,849.8731491355406,C957
M000002,2024-11-18 18:30:27.363754,794.8601580582958,C358
M000002,2024-11-20 18:30:27.363754,721.2461282085706,C617
M000002,2024-11-02 18:30:27.363754,1356.7692784669764,C576
M000002,2024-11-06 18:30:27.363754,806.0412587372815,C797
M000002,2024-11-05 18:30:27.363754,1263.0180725857529,C484
M000002,2024-11-03 18:30:27.363754,1429.7191720306967,C415
M000002,2024-10-27 18:30:27.363754,1129.5894512116774,C441
M000002,2024-11-23 18:30:27.363754,576.0649766565423,C78
M000002,2024-11-20 18:30:27.363754,1074.4164305097172,C62
M000002,2024-10-27 18:30:27.363754,1163.6523055276652,C902
M000002,2024-10-30 18:30:27.363754,1149.0905746635713,C280
M000002,2024-10-25 18:30:27.363754,1023.6526816119995,C304
M000002,2024-11-02 18:30:27.363754,1468.3442084496469,C23
M000002,2024-11-19 18:30:27.363754,508.70614296937225,C894
M000002,2024-11-21 18:30:27.363754,449.8169795968836,C567
M000002,2024-11-19 18:30:27.363754,625.4784396451616,C820
M000002,2024-11-21 18:30:27.363754,1549.6719638301142,C143
M000002,2024-11-05 18:30:27.363754,1349.6431151061438,C808
M000002,2024-11-21 18:30:27.363754,1433.072016805283,C939
M000002,2024-11-18 18:30:27.363754,681.4351322203845,C890
M000002,2024-11-20 18:30:27.363754,735.7010307914229,C274
M000002,2024-11-17 18:30:27.363754,1192.9998399950728,C320
M000002,2024-11-23 18:30:27.363754,1395.1945197330353,C5
M000002,2024-11-10 18:30:27.363754,1040.5211340161206,C528
M000002,2024-11-02 18:30:27.363754,1108.5482807034907,C667
M000002,2024-11-19 18:30:27.363754,1281.8691587688834,C930
M000002,2024-11-07 18:30:27.363754,944.4219885353049,C773
M000002,2024-11-12 18:30:27.363754,1452.80127876777,C318
M000002,2024-11-08 18:30:27.363754,1151.211562337392,C964
M000002,2024-11-12 18:30:27.363754,789.9855459645016,C760
M000002,2024-11-02 18:30:27.363754,1117.04737082831,C319
M000002,2024-10-26 18:30:27.363754,1415.1540574384508,C725
M000002,2024-11-10 18:30:27.363754,1561.0664706560563,C274
M000002,2024-10-27 18:30:27.363754,1127.5751185990252,C763
M000002,2024-10-31 18:30:27.363754,1480.489325232783,C600
M000002,2024-11-22 18:30:27.363754,766.8601546947021,C259
M000002,2024-10-24 18:30:27.363754,1468.5566354049613,C22
M000002,2024-10-26 18:30:27.363754,1215.6939437575556,C846
M000002,2024-11-12 18:30:27.363754,1519.8571018985444,C199
M000002,2024-11-04 18:30:27.363754,1151.9916629842012,C978
M000002,2024-11-23 18:30:27.363754,801.5043327373521,C603
M000002,2024-11-12 18:30:27.363754,1028.0124840057576,C788
M000002,2024-11-20 18:30:27.363754,1135.6313976834826,C358
M000002,2024-11-16 18:30:27.363754,1182.0487681875477,C697
M000002,2024-11-15 18:30:27.363754,864.2015930719397,C171
M000002,2024-10-27 18:30:27.363754,793.1704563447868,C908
M000002,2024-11-13 18:30:27.363754,758.2247249382954,C98
M000002,2024-11-12 18:30:27.363754,759.091171684949,C896
M000002,2024-11-12 18:30:27.363754,1468.6912961006342,C84
M000002,2024-11-15 18:30:27.363754,992.5125155596567,C444
M000002,2024-11-16 18:30:27.363754,978.8794680272001,C645
M000002,2024-11-07 18:30:27.363754,1104.6141191293755,C662
M000002,2024-10-31 18:30:27.363754,917.2806409126504,C862
M000002,2024-11-01 18:30:27.363754,1050.6778724808646,C767
M000002,2024-10-31 18:30:27.363754,910.4213835050481,C710
M000002,2024-11-19 18:30:27.363754,765.2408797678526,C755
M000002,2024-11-07 18:30:27.363754,1449.99121666345,C527
M000002,2024-11-12 18:30:27.363754,905.4332345609741,C321
M000002,2024-11-09 18:30:27.363754,909.7436416116708,C432
M000002,2024-11-12 18:30:27.363754,833.1759466901105,C139
M000002,2024-11-11 18:30:27.363754,1030.1485474141034,C650
M000002,2024-10-30 18:30:27.363754,973.8884866379261,C670
M000002,2024-11-16 18:30:27.363754,1302.0816965352108,C600
M000002,2024-11-20 18:30:27.363754,994.8066659861656,C138
M000002,2024-11-11 18:30:27.363754,445.56652748609304,C654
M000002,2024-11-08 18:30:27.363754,784.3041878945157,C791
M000002,2024-11-20 18:30:27.363754,1004.300177321255,C151
M000002,2024-11-13 18:30:27.363754,1034.9127590059775,C339
M000002,2024-11-18 18:30:27.363754,894.6731045051982,C981
M000002,2024-11-09 18:30:27.363754,840.5726858081123,C409
M000002,2024-10-25 18:30:27.363754,1309.713629401224,C295
M000002,2024-11-16 18:30:27.363754,1027.995356579461,C703
M000002,2024-11-09 18:30:27.363754,1070.1553161276568,C302
M000002,2024-11-05 18:30:27.363754,1379.6520644108573,C185
M000002,2024-11-12 18:30:27.363754,745.8969083564167,C486
M000002,2024-11-12 18:30:27.363754,1165.364726331382,C172
M000002,2024-10-30 18:30:27.363754,673.2832768314727,C414
M000002,2024-11-07 18:30:27.363754,696.1644904488654,C137
M000002,2024-11-18 18:30:27.363754,933.4630768846253,C536
M000002,2024-11-03 18:30:27.363754,838.2204908381455,C474
M000002,2024-11-18 18:30:27.363754,1186.3997806507227,C345
M000002,2024-10-24 18:30:27.363754,1005.3157709874832,C442
M000002,2024-11-11 18:30:27.363754,685.2849434821289,C566
M000002,2024-10-29 18:30:27.363754,886.4176521747485,C828
M000002,2024-11-21 18:30:27.363754,171.370352356372,C316
M000002,2024-11-17 18:30:27.363754,767.6717222406561,C469
M000002,2024-11-19 18:30:27.363754,1156.0879201525559,C352
M000003,2024-10-30 18:30:27.364295,1252.350668507236,C597
M000003,2024-11-11 18:30:27.364295,495.4947477997039,C477
M000003,2024-10-30 18:30:27.364295,392.21748513142484,C382
M000003,2024-10-27 18:30:27.364295,1337.3151549024951,C389
M000003,2024-11-19 18:30:27.364295,1260.6102380524117,C273
M000003,2024-11-15 18:30:27.364295,563.8459613170184,C505
M000003,2024-11-16 18:30:27.364295,1081.9796516811732,C946
M000003,2024-11-17 18:30:27.364295,1144.9671133164184,C784
M000003,2024-10-29 18:30:27.364295,521.9847176997761,C169
M000003,2024-10-28 18:30:27.364295,1115.2847554995699,C934
M000003,2024-11-03 18:30:27.364295,706.0009770243357,C443
M000003,2024-11-17 18:30:27.364295,802.0783405200497,C328
M000003,2024-11-05 18:30:27.364295,609.4346300714319,C553
M000003,2024-11-15 18:30:27.364295,711.2511483035231,C194
M000003,2024-10-28 18:30:27.364295,1525.2645675500844,C730
M000003,2024-11-02 18:30:27.364295,1115.346379088979,C468
M000003,2024-10-28 18:30:27.364295,794.6708282799003,C856
M000003,2024-11-11 18:30:27.364295,834.8213566304685,C527
M000003,2024-11-05 18:30:27.364295,865.6394755661091,C137
M000003,2024-11-16 18:30:27.364295,1336.398750703618,C428
M000003,2024-11-01 18:30:27.364295,994.0660424799344,C459
M000003,2024-11-19 18:30:27.364295,1168.0353201211537,C812
M000003,2024-11-07 18:30:27.364295,1134.9280181779059,C728
M000003,2024-10-30 18:30:27.364295,1177.3354652856556,C790
M000003,2024-11-18 18:30:27.364295,958.9019383287008,C681
M000003,2024-11-15 18:30:27.364295,950.6923569624045,C770
M000003,2024-11-09 18:30:27.364295,1303.173775832587,C929
M000003,2024-11-23 18:30:27.364295,1154.1660870161138,C971
M000003,2024-10-29 18:30:27.364295,915.9126945132912,C664
M000003,2024-11-05 18:30:27.364295,1617.8771748873482,C708
M000003,2024-10-31 18:30:27.364295,855.8358911743852,C288
M000003,2024-10-30 18:30:27.364295,1205.5856816295745,C739
M000003,2024-11-05 18:30:27.364295,1261.6923175514244,C356
M000003,2024-11-23 18:30:27.364295,560.996902960348,C425
M000003,2024-11-09 18:30:27.364295,738.890531395707,C188
M000003,2024-11-14 18:30:27.364295,777.3295512559278,C682
M000003,2024-11-02 18:30:27.364295,1470.0934472722192,C666
M000003,2024-11-10 18:30:27.364295,541.8847186716334,C375
M000003,2024-10-24 18:30:27.364295,1297.0551779029477,C678
M000003,2024-11-10 18:30:27.364295,946.790989622919,C72
M000003,2024-10-28 18:30:27.364295,1178.0688619111363,C907
M000003,2024-11-11 18:30:27.364295,1019.4025272772985,C767
M000003,2024-11-12 18:30:27.364295,1340.4108839749563,C48
M000003,2024-11-16 18:30:27.364295,1349.9414226783101,C361
M000003,2024-11-21 18:30:27.364295,1076.4027520917718,C381
M000003,2024-10-25 18:30:27.364295,1074.3694280539044,C961
M000003,2024-10-24 18:30:27.364295,911.7622442600111,C137
M000003,2024-11-18 18:30:27.364295,1202.0304892617917,C420
M000003,2024-10-29 18:30:27.364295,1217.437659228355,C34
M000003,2024-11-03 18:30:27.364295,1016.5294411028082,C918
M000003,2024-11-11 18:30:27.364295,1043.9299439808449,C621
M000003,2024-11-01 18:30:27.364295,865.7438025380103,C717
M000003,2024-10-29 18:30:27.364295,1224.1283460701832,C72
M000003,2024-10-25 18:30:27.364295,961.5592668669492,C813
M000003,2024-11-23 18:30:27.364295,1071.894370576604,C681
M000003,2024-11-04 18:30:27.364295,967.3419341452973,C699
M000003,2024-11-23 18:30:27.364295,1026.2087170463603,C932
M000003,2024-11-01 18:30:27.364295,1127.3504498939678,C44
M000003,2024-10-26 18:30:27.364295,1555.988711373736,C139
M000003,2024-11-23 18:30:27.364295,1852.5844473901402,C516
M000003,2024-10-31 18:30:27.364295,1221.3653118110149,C786
M000003,2024-11-20 18:30:27.364295,1063.8931263753088,C854
M000003,2024-11-17 18:30:27.364295,910.5309897217177,C297
M000003,2024-11-08 18:30:27.364295,539.814613605187,C879
M000003,2024-11-10 18:30:27.364295,772.7719832939629,C830
M000003,2024-11-05 18:30:27.364295,950.1610704969157,C185
M000003,2024-11-09 18:30:27.364295,861.3083228616387,C413
M000003,2024-11-14 18:30:27.364295,1619.0388788020482,C406
M000003,2024-11-02 18:30:27.364295,638.4887695161428,C262
M000003,2024-11-10 18:30:27.364295,957.3858600731627,C229
M000003,2024-10-28 18:30:27.364295,779.1080365879026,C963
M000003,2024-11-01 18:30:27.364295,747.0259440205443,C718
M000003,2024-11-10 18:30:27.364295,1145.946768551871,C222
M000003,2024-11-12 18:30:27.364295,500.4551687818248,C128
M000003,2024-11-21 18:30:27.364295,973.0856799855077,C183
M000003,2024-10-29 18:30:27.364295,1204.4864488843855,C663
M000003,2024-11-05 18:30:27.364295,646.9083640924653,C833
M000003,2024-11-03 18:30:27.364295,881.2208557946603,C647
M000003,2024-11-04 18:30:27.364295,1483.5999785150639,C746
M000003,2024-10-29 18:30:27.364295,635.469579717978,C983
M000003,2024-11-11 18:30:27.364295,591.2571226764737,C663
M000003,2024-11-09 18:30:27.364295,806.7873411208536,C348
M000003,2024-11-12 18:30:27.364295,722.6827954406052,C461
M000003,2024-11-18 18:30:27.364295,756.033217498451,C701
M000003,2024-11-06 18:30:27.364295,969.0407506994022,C864
M000003,2024-11-15 18:30:27.364295,964.9012425104385,C390
M000003,2024-11-05 18:30:27.364295,946.9481785891435,C593
M000003,2024-11-15 18:30:27.364295,1057.9880212662322,C822
M000003,2024-10-31 18:30:27.364295,755.06226850192,C385
M000003,2024-11-20 18:30:27.364295,1134.2209070792508,C652
M000003,2024-11-23 18:30:27.364295,698.0303452504304,C727
M000003,2024-11-19 18:30:27.364295,986.591275234055,C414
M000003,2024-11-21 18:30:27.364295,918.1709507767491,C295
M000003,2024-11-14 18:30:27.364295,1304.106874401088,C339
M000003,2024-11-04 18:30:27.364295,1010.4925988085367,C6
M000003,2024-11-06 18:30:27.364295,1421.370193228559,C955
M000003,2024-11-15 18:30:27.364295,1719.6482423058696,C86
M000003,2024-10-25 18:30:27.364295,1066.680593711092,C373
M000003,2024-10-27 18:30:27.364295,1153.840322430248,C832
M000003,2024-10-28 18:30:27.364295,782.0078703860855,C798
M000003,2024-11-11 18:30:27.364295,766.6746290085318,C285
M000003,2024-11-07 18:30:27.364295,993.2716944590488,C957
M000003,2024-10-25 18:30:27.364295,1769.1156146493938,C660
M000003,2024-11-03 18:30:27.364295,830.475663480501,C109
M000003,2024-10-27 18:30:27.364295,480.48559271349563,C960
M000003,2024-10-24 18:30:27.364295,995.5832484585361,C103
